quality_id,supplier_id,month,inspection_score,defect_rate,return_rate,complaints
QUA_SUP000107_54,SUP000107,Month_54,94.7,1.98,1.64,0
QUA_SUP000107_55,SUP000107,Month_55,85.2,2.41,1.9,1
QUA_SUP000107_56,SUP000107,Month_56,87.2,2.04,1.82,0
QUA_SUP000107_57,SUP000107,Month_57,90.7,1.58,1.03,0
QUA_SUP000107_58,SUP000107,Month_58,89.0,1.39,0.92,0
QUA_SUP000107_59,SUP000107,Month_59,89.8,0.93,0.69,0
QUA_SUP000107_60,SUP000107,Month_60,85.5,2.13,1.41,0
QUA_SUP000108_01,SUP000108,Month_01,89.4,0.6,0.38,0
QUA_SUP000108_02,SUP000108,Month_02,91.9,1.42,0.96,0
QUA_SUP000108_03,SUP000108,Month_03,92.3,1.16,0.78,0
QUA_SUP000108_04,SUP000108,Month_04,92.9,0.93,0.56,0
QUA_SUP000108_05,SUP000108,Month_05,92.1,1.14,0.8,0
QUA_SUP000108_06,SUP000108,Month_06,90.2,0.51,0.37,0
QUA_SUP000108_07,SUP000108,Month_07,90.0,1.08,0.73,0
QUA_SUP000108_08,SUP000108,Month_08,94.2,0.65,0.48,0
QUA_SUP000108_09,SUP000108,Month_09,90.7,0.51,0.41,0
QUA_SUP000108_10,SUP000108,Month_10,94.5,0.52,0.44,0
QUA_SUP000108_11,SUP000108,Month_11,94.3,0.99,0.61,0
QUA_SUP000108_12,SUP000108,Month_12,91.0,1.07,0.93,0
QUA_SUP000108_13,SUP000108,Month_13,93.0,0.68,0.42,0
QUA_SUP000108_14,SUP000108,Month_14,88.3,0.58,0.42,0
QUA_SUP000108_15,SUP000108,Month_15,92.3,1.66,1.09,0
QUA_SUP000108_16,SUP000108,Month_16,94.0,1.33,0.95,0
QUA_SUP000108_17,SUP000108,Month_17,90.3,1.61,1.37,0
QUA_SUP000108_18,SUP000108,Month_18,92.2,1.05,0.78,0
QUA_SUP000108_19,SUP000108,Month_19,90.9,1.61,1.01,0
QUA_SUP000108_20,SUP000108,Month_20,95.4,1.33,1.02,0
QUA_SUP000108_21,SUP000108,Month_21,95.1,1.18,1.02,0
QUA_SUP000108_22,SUP000108,Month_22,93.8,0.81,0.68,0
QUA_SUP000108_23,SUP000108,Month_23,91.0,1.19,1.02,0
QUA_SUP000108_24,SUP000108,Month_24,91.1,0.78,0.5,0
QUA_SUP000108_25,SUP000108,Month_25,89.4,0.83,0.71,0
QUA_SUP000108_26,SUP000108,Month_26,95.9,0.88,0.65,0
QUA_SUP000108_27,SUP000108,Month_27,89.3,0.57,0.42,0
QUA_SUP000108_28,SUP000108,Month_28,95.4,1.45,1.07,0
QUA_SUP000108_29,SUP000108,Month_29,89.9,0.87,0.64,0
QUA_SUP000108_30,SUP000108,Month_30,93.7,0.86,0.65,0
QUA_SUP000108_31,SUP000108,Month_31,95.5,1.61,1.39,0
QUA_SUP000108_32,SUP000108,Month_32,94.2,1.38,1.06,0
QUA_SUP000108_33,SUP000108,Month_33,93.7,0.86,0.62,0
QUA_SUP000108_34,SUP000108,Month_34,92.4,1.02,0.89,0
QUA_SUP000108_35,SUP000108,Month_35,94.4,1.51,0.94,0
QUA_SUP000108_36,SUP000108,Month_36,94.1,1.77,1.56,0
QUA_SUP000108_37,SUP000108,Month_37,90.1,1.08,0.87,0
QUA_SUP000108_38,SUP000108,Month_38,95.6,0.95,0.74,0
QUA_SUP000108_39,SUP000108,Month_39,92.2,1.78,1.08,0
QUA_SUP000108_40,SUP000108,Month_40,89.2,1.42,0.97,0
QUA_SUP000108_41,SUP000108,Month_41,94.4,1.71,1.17,0
QUA_SUP000108_42,SUP000108,Month_42,89.6,1.13,0.92,0
QUA_SUP000108_43,SUP000108,Month_43,94.2,0.74,0.54,0
QUA_SUP000108_44,SUP000108,Month_44,88.3,1.31,0.99,0
QUA_SUP000108_45,SUP000108,Month_45,89.6,0.69,0.49,0
QUA_SUP000108_46,SUP000108,Month_46,90.2,0.97,0.8,0
QUA_SUP000108_47,SUP000108,Month_47,94.2,0.75,0.51,0
QUA_SUP000108_48,SUP000108,Month_48,88.9,0.68,0.46,0
QUA_SUP000108_49,SUP000108,Month_49,95.5,1.63,1.35,0
QUA_SUP000108_50,SUP000108,Month_50,94.0,1.35,1.11,0
QUA_SUP000108_51,SUP000108,Month_51,90.6,1.06,0.66,0
QUA_SUP000108_52,SUP000108,Month_52,90.0,1.47,0.98,0
QUA_SUP000108_53,SUP000108,Month_53,91.8,1.78,1.5,0
QUA_SUP000108_54,SUP000108,Month_54,90.5,0.72,0.56,0
QUA_SUP000108_55,SUP000108,Month_55,91.2,1.67,1.31,0
QUA_SUP000108_56,SUP000108,Month_56,91.8,1.34,1.08,0
QUA_SUP000108_57,SUP000108,Month_57,90.6,1.75,1.49,0
QUA_SUP000108_58,SUP000108,Month_58,91.7,1.55,1.32,0
QUA_SUP000108_59,SUP000108,Month_59,88.4,1.53,1.08,0
QUA_SUP000108_60,SUP000108,Month_60,88.6,0.98,0.76,0
QUA_SUP000109_01,SUP000109,Month_01,98.6,0.51,0.33,0
QUA_SUP000109_02,SUP000109,Month_02,98.1,0.15,0.14,0
QUA_SUP000109_03,SUP000109,Month_03,96.2,0.16,0.13,0
QUA_SUP000109_04,SUP000109,Month_04,99.1,0.75,0.66,0
QUA_SUP000109_05,SUP000109,Month_05,96.6,0.74,0.48,0
QUA_SUP000109_06,SUP000109,Month_06,95.9,0.34,0.22,0
QUA_SUP000109_07,SUP000109,Month_07,99.9,0.8,0.67,0
QUA_SUP000109_08,SUP000109,Month_08,97.4,0.21,0.15,0
QUA_SUP000109_09,SUP000109,Month_09,97.6,0.57,0.5,0
QUA_SUP000109_10,SUP000109,Month_10,97.2,0.25,0.18,0
QUA_SUP000109_11,SUP000109,Month_11,98.4,0.56,0.39,0
QUA_SUP000109_12,SUP000109,Month_12,95.8,0.22,0.16,0
QUA_SUP000109_13,SUP000109,Month_13,96.0,0.39,0.24,0
QUA_SUP000109_14,SUP000109,Month_14,96.7,0.45,0.31,0
QUA_SUP000109_15,SUP000109,Month_15,100.0,0.27,0.21,0
QUA_SUP000109_16,SUP000109,Month_16,95.2,0.13,0.09,0
QUA_SUP000109_17,SUP000109,Month_17,96.1,0.55,0.36,0
QUA_SUP000109_18,SUP000109,Month_18,96.2,0.61,0.53,0
QUA_SUP000109_19,SUP000109,Month_19,97.9,0.62,0.56,0
QUA_SUP000109_20,SUP000109,Month_20,98.7,0.68,0.41,0
QUA_SUP000109_21,SUP000109,Month_21,98.0,0.11,0.1,0
QUA_SUP000109_22,SUP000109,Month_22,98.2,0.29,0.24,2
QUA_SUP000109_23,SUP000109,Month_23,98.1,0.1,0.07,0
QUA_SUP000109_24,SUP000109,Month_24,98.7,0.57,0.47,0
QUA_SUP000109_25,SUP000109,Month_25,95.4,0.12,0.09,0
QUA_SUP000109_26,SUP000109,Month_26,96.1,0.23,0.2,0
QUA_SUP000109_27,SUP000109,Month_27,95.3,0.42,0.29,0
QUA_SUP000109_28,SUP000109,Month_28,99.6,0.39,0.32,0
QUA_SUP000109_29,SUP000109,Month_29,97.2,0.34,0.21,0
QUA_SUP000109_30,SUP000109,Month_30,97.0,0.45,0.3,0
QUA_SUP000109_31,SUP000109,Month_31,99.8,0.22,0.16,0
QUA_SUP000109_32,SUP000109,Month_32,98.6,0.17,0.14,0
QUA_SUP000109_33,SUP000109,Month_33,99.1,0.45,0.29,0
QUA_SUP000109_34,SUP000109,Month_34,95.3,0.23,0.19,0
QUA_SUP000109_35,SUP000109,Month_35,95.7,0.26,0.17,0
QUA_SUP000109_36,SUP000109,Month_36,96.8,0.5,0.44,0
QUA_SUP000109_37,SUP000109,Month_37,98.4,0.49,0.37,0
QUA_SUP000109_38,SUP000109,Month_38,95.6,0.17,0.12,0
QUA_SUP000109_39,SUP000109,Month_39,95.5,0.52,0.46,0
QUA_SUP000109_40,SUP000109,Month_40,95.3,0.51,0.44,0
QUA_SUP000109_41,SUP000109,Month_41,98.0,0.17,0.11,0
QUA_SUP000109_42,SUP000109,Month_42,97.1,0.5,0.31,0
QUA_SUP000109_43,SUP000109,Month_43,96.2,0.53,0.39,0
QUA_SUP000109_44,SUP000109,Month_44,96.8,0.59,0.39,0
QUA_SUP000109_45,SUP000109,Month_45,95.5,0.14,0.09,0
QUA_SUP000109_46,SUP000109,Month_46,98.7,0.25,0.21,0
QUA_SUP000109_47,SUP000109,Month_47,98.5,0.53,0.47,0
QUA_SUP000109_48,SUP000109,Month_48,97.5,0.52,0.36,0
QUA_SUP000109_49,SUP000109,Month_49,97.2,0.77,0.56,0
QUA_SUP000109_50,SUP000109,Month_50,98.3,0.17,0.11,0
QUA_SUP000109_51,SUP000109,Month_51,97.9,0.15,0.11,0
QUA_SUP000109_52,SUP000109,Month_52,98.8,0.18,0.14,0
QUA_SUP000109_53,SUP000109,Month_53,96.5,0.37,0.23,0
QUA_SUP000109_54,SUP000109,Month_54,99.6,0.24,0.17,0
QUA_SUP000109_55,SUP000109,Month_55,97.4,0.57,0.42,0
QUA_SUP000109_56,SUP000109,Month_56,98.4,0.58,0.39,0
QUA_SUP000109_57,SUP000109,Month_57,99.7,0.69,0.43,0
QUA_SUP000109_58,SUP000109,Month_58,98.3,0.19,0.14,0
QUA_SUP000109_59,SUP000109,Month_59,98.5,0.21,0.14,0
QUA_SUP000109_60,SUP000109,Month_60,99.2,0.29,0.23,0
QUA_SUP000110_01,SUP000110,Month_01,78.5,4.64,3.05,0
QUA_SUP000110_02,SUP000110,Month_02,82.0,3.49,2.95,0
QUA_SUP000110_03,SUP000110,Month_03,72.9,4.06,3.46,0
QUA_SUP000110_04,SUP000110,Month_04,82.6,2.78,2.15,0
QUA_SUP000110_05,SUP000110,Month_05,80.3,3.6,3.22,0
QUA_SUP000110_06,SUP000110,Month_06,79.2,4.77,3.98,0
QUA_SUP000110_07,SUP000110,Month_07,76.4,3.65,3.27,1
QUA_SUP000110_08,SUP000110,Month_08,74.5,2.92,2.21,1
QUA_SUP000110_09,SUP000110,Month_09,84.5,4.75,4.03,0
QUA_SUP000110_10,SUP000110,Month_10,77.6,4.1,3.41,0
QUA_SUP000110_11,SUP000110,Month_11,84.3,4.29,2.6,2
QUA_SUP000110_12,SUP000110,Month_12,79.9,2.19,1.43,0
QUA_SUP000110_13,SUP000110,Month_13,82.3,4.28,2.76,1
QUA_SUP000110_14,SUP000110,Month_14,77.1,2.55,1.93,0
QUA_SUP000110_15,SUP000110,Month_15,77.5,2.41,1.57,0
QUA_SUP000110_16,SUP000110,Month_16,78.2,3.03,2.55,4
QUA_SUP000110_17,SUP000110,Month_17,81.8,4.83,3.82,4
QUA_SUP000110_18,SUP000110,Month_18,83.9,2.18,1.94,0
QUA_SUP000110_19,SUP000110,Month_19,83.6,4.99,3.59,0
QUA_SUP000110_20,SUP000110,Month_20,72.9,4.43,3.06,0
QUA_SUP000110_21,SUP000110,Month_21,74.2,4.6,3.37,0
QUA_SUP000110_22,SUP000110,Month_22,73.2,2.27,1.79,0
QUA_SUP000110_23,SUP000110,Month_23,82.2,3.36,2.58,0
QUA_SUP000110_24,SUP000110,Month_24,77.7,3.74,2.89,0
QUA_SUP000110_25,SUP000110,Month_25,73.2,2.83,2.17,1
QUA_SUP000110_26,SUP000110,Month_26,83.7,4.48,3.21,0
QUA_SUP000110_27,SUP000110,Month_27,85.0,2.96,2.18,1
QUA_SUP000110_28,SUP000110,Month_28,74.8,2.48,2.08,0
QUA_SUP000110_29,SUP000110,Month_29,78.8,4.59,3.45,0
QUA_SUP000110_30,SUP000110,Month_30,83.7,4.57,3.37,0
QUA_SUP000110_31,SUP000110,Month_31,73.6,3.39,2.27,0
QUA_SUP000110_32,SUP000110,Month_32,82.2,4.77,3.81,0
QUA_SUP000110_33,SUP000110,Month_33,73.5,4.54,3.96,0
QUA_SUP000110_34,SUP000110,Month_34,72.6,2.94,2.0,0
QUA_SUP000110_35,SUP000110,Month_35,80.1,2.65,1.63,0
QUA_SUP000110_36,SUP000110,Month_36,82.3,2.8,2.12,0
QUA_SUP000110_37,SUP000110,Month_37,81.8,2.77,2.31,0
QUA_SUP000110_38,SUP000110,Month_38,79.6,2.23,1.38,0
QUA_SUP000110_39,SUP000110,Month_39,80.1,2.64,1.83,0
QUA_SUP000110_40,SUP000110,Month_40,80.7,2.91,1.89,0
QUA_SUP000110_41,SUP000110,Month_41,84.9,4.0,2.97,0
QUA_SUP000110_42,SUP000110,Month_42,73.5,2.29,1.93,0
QUA_SUP000110_43,SUP000110,Month_43,82.2,3.94,2.52,0
QUA_SUP000110_44,SUP000110,Month_44,84.7,4.79,3.85,0
QUA_SUP000110_45,SUP000110,Month_45,79.1,4.71,3.18,1
QUA_SUP000110_46,SUP000110,Month_46,72.7,2.01,1.78,0
QUA_SUP000110_47,SUP000110,Month_47,73.6,3.15,2.7,2
QUA_SUP000110_48,SUP000110,Month_48,72.3,3.21,2.86,0
QUA_SUP000110_49,SUP000110,Month_49,73.8,4.48,3.12,0
QUA_SUP000110_50,SUP000110,Month_50,75.4,2.34,1.92,0
QUA_SUP000110_51,SUP000110,Month_51,81.6,2.88,2.42,0
QUA_SUP000110_52,SUP000110,Month_52,84.2,2.8,1.98,0
QUA_SUP000110_53,SUP000110,Month_53,82.9,2.08,1.35,0
QUA_SUP000110_54,SUP000110,Month_54,81.5,3.4,2.52,0
QUA_SUP000110_55,SUP000110,Month_55,77.1,4.93,3.0,0
QUA_SUP000110_56,SUP000110,Month_56,84.9,2.83,1.82,2
QUA_SUP000110_57,SUP000110,Month_57,75.9,3.08,2.49,0
QUA_SUP000110_58,SUP000110,Month_58,77.3,4.94,4.43,0
QUA_SUP000110_59,SUP000110,Month_59,81.7,3.72,2.32,0
QUA_SUP000110_60,SUP000110,Month_60,80.7,2.91,2.45,0
QUA_SUP000111_01,SUP000111,Month_01,88.3,2.04,1.71,2
QUA_SUP000111_02,SUP000111,Month_02,87.5,2.4,1.6,0
QUA_SUP000111_03,SUP000111,Month_03,87.6,1.78,1.49,0
QUA_SUP000111_04,SUP000111,Month_04,94.2,2.01,1.53,2
QUA_SUP000111_05,SUP000111,Month_05,88.7,1.46,0.95,0
QUA_SUP000111_06,SUP000111,Month_06,94.8,1.53,0.95,0
QUA_SUP000111_07,SUP000111,Month_07,85.1,0.98,0.75,0
QUA_SUP000111_08,SUP000111,Month_08,91.7,1.19,0.93,0
QUA_SUP000111_09,SUP000111,Month_09,87.7,1.34,1.11,0
QUA_SUP000111_10,SUP000111,Month_10,92.1,1.06,0.79,0
QUA_SUP000111_11,SUP000111,Month_11,91.1,2.4,1.92,1
QUA_SUP000111_12,SUP000111,Month_12,93.9,1.72,1.09,0
QUA_SUP000111_13,SUP000111,Month_13,89.0,0.82,0.7,0
QUA_SUP000111_14,SUP000111,Month_14,94.8,2.1,1.81,0
QUA_SUP000111_15,SUP000111,Month_15,93.6,1.25,0.93,0
QUA_SUP000111_16,SUP000111,Month_16,85.9,0.93,0.67,0
QUA_SUP000111_17,SUP000111,Month_17,89.9,1.99,1.43,0
QUA_SUP000111_18,SUP000111,Month_18,86.7,1.32,1.17,0
QUA_SUP000111_19,SUP000111,Month_19,92.0,1.44,1.23,0
QUA_SUP000111_20,SUP000111,Month_20,92.0,1.96,1.35,0
QUA_SUP000111_21,SUP000111,Month_21,93.0,1.55,0.94,0
QUA_SUP000111_22,SUP000111,Month_22,85.8,1.27,0.97,0
QUA_SUP000111_23,SUP000111,Month_23,90.0,1.09,0.89,0
QUA_SUP000111_24,SUP000111,Month_24,86.1,2.15,1.56,0
QUA_SUP000111_25,SUP000111,Month_25,86.0,1.22,0.83,0
QUA_SUP000111_26,SUP000111,Month_26,89.6,1.51,1.36,0
QUA_SUP000111_27,SUP000111,Month_27,90.9,1.8,1.13,0
QUA_SUP000111_28,SUP000111,Month_28,91.7,1.23,0.95,0
QUA_SUP000111_29,SUP000111,Month_29,86.7,1.15,0.8,0
QUA_SUP000111_30,SUP000111,Month_30,92.0,2.01,1.6,0
QUA_SUP000111_31,SUP000111,Month_31,92.4,1.72,1.13,0
QUA_SUP000111_32,SUP000111,Month_32,91.4,2.11,1.56,1
QUA_SUP000111_33,SUP000111,Month_33,94.9,2.34,1.6,2
QUA_SUP000111_34,SUP000111,Month_34,92.9,1.8,1.17,0
QUA_SUP000111_35,SUP000111,Month_35,94.9,0.8,0.53,0
QUA_SUP000111_36,SUP000111,Month_36,85.1,1.45,1.1,0
QUA_SUP000111_37,SUP000111,Month_37,87.4,1.08,0.67,0
QUA_SUP000111_38,SUP000111,Month_38,93.6,1.11,0.81,0
QUA_SUP000111_39,SUP000111,Month_39,93.9,2.31,1.7,0
QUA_SUP000111_40,SUP000111,Month_40,94.4,1.49,1.28,0
QUA_SUP000111_41,SUP000111,Month_41,89.7,2.49,2.03,0
QUA_SUP000111_42,SUP000111,Month_42,89.3,1.24,0.94,0
QUA_SUP000111_43,SUP000111,Month_43,89.4,2.43,2.09,0
QUA_SUP000111_44,SUP000111,Month_44,87.0,1.82,1.42,0
QUA_SUP000111_45,SUP000111,Month_45,92.2,2.37,1.86,0
QUA_SUP000111_46,SUP000111,Month_46,88.0,1.76,1.2,0
QUA_SUP000111_47,SUP000111,Month_47,90.6,1.64,1.06,0
QUA_SUP000111_48,SUP000111,Month_48,89.3,1.48,1.18,0
QUA_SUP000111_49,SUP000111,Month_49,88.4,1.63,1.28,0
QUA_SUP000111_50,SUP000111,Month_50,86.0,1.29,0.8,0
QUA_SUP000111_51,SUP000111,Month_51,91.1,0.91,0.72,0
QUA_SUP000111_52,SUP000111,Month_52,94.8,1.41,1.23,0
QUA_SUP000111_53,SUP000111,Month_53,90.2,1.07,0.79,0
QUA_SUP000111_54,SUP000111,Month_54,87.9,1.68,1.4,0
QUA_SUP000111_55,SUP000111,Month_55,92.0,1.45,1.26,0
QUA_SUP000111_56,SUP000111,Month_56,86.5,1.98,1.65,0
QUA_SUP000111_57,SUP000111,Month_57,86.5,0.89,0.62,0
QUA_SUP000111_58,SUP000111,Month_58,88.9,2.36,2.08,0
QUA_SUP000111_59,SUP000111,Month_59,87.9,2.49,1.72,0
QUA_SUP000111_60,SUP000111,Month_60,87.1,1.6,1.42,0
QUA_SUP000112_01,SUP000112,Month_01,95.4,0.67,0.54,0
QUA_SUP000112_02,SUP000112,Month_02,95.9,1.02,0.71,0
QUA_SUP000112_03,SUP000112,Month_03,95.1,1.06,0.76,0
QUA_SUP000112_04,SUP000112,Month_04,95.8,0.59,0.46,0
QUA_SUP000112_05,SUP000112,Month_05,95.7,0.55,0.41,0
QUA_SUP000112_06,SUP000112,Month_06,94.6,0.77,0.57,0
QUA_SUP000112_07,SUP000112,Month_07,94.5,0.71,0.43,0
QUA_SUP000112_08,SUP000112,Month_08,95.0,1.06,0.86,0
QUA_SUP000112_09,SUP000112,Month_09,94.9,0.52,0.47,0
QUA_SUP000112_10,SUP000112,Month_10,94.4,1.04,0.66,0
QUA_SUP000112_11,SUP000112,Month_11,94.2,0.67,0.55,0
QUA_SUP000112_12,SUP000112,Month_12,94.8,0.89,0.61,0
QUA_SUP000112_13,SUP000112,Month_13,94.3,0.98,0.7,0
QUA_SUP000112_14,SUP000112,Month_14,94.4,0.69,0.51,0
QUA_SUP000112_15,SUP000112,Month_15,95.3,1.09,0.9,0
QUA_SUP000112_16,SUP000112,Month_16,94.8,0.63,0.55,0
QUA_SUP000112_17,SUP000112,Month_17,94.6,1.18,0.77,0
QUA_SUP000112_18,SUP000112,Month_18,94.1,1.13,0.69,1
QUA_SUP000112_19,SUP000112,Month_19,95.3,0.62,0.5,0
QUA_SUP000112_20,SUP000112,Month_20,95.3,1.03,0.66,0
QUA_SUP000112_21,SUP000112,Month_21,95.7,0.47,0.33,0
QUA_SUP000112_22,SUP000112,Month_22,95.8,0.91,0.65,0
QUA_SUP000112_23,SUP000112,Month_23,95.8,1.15,0.99,0
QUA_SUP000112_24,SUP000112,Month_24,94.5,1.18,1.05,0
QUA_SUP000112_25,SUP000112,Month_25,94.1,0.95,0.6,0
QUA_SUP000112_26,SUP000112,Month_26,95.4,0.86,0.59,0
QUA_SUP000112_27,SUP000112,Month_27,95.5,0.58,0.37,0
QUA_SUP000112_28,SUP000112,Month_28,95.7,0.41,0.34,0
QUA_SUP000112_29,SUP000112,Month_29,94.1,0.49,0.43,0
QUA_SUP000112_30,SUP000112,Month_30,95.8,0.77,0.54,0
QUA_SUP000112_31,SUP000112,Month_31,94.2,0.59,0.46,0
QUA_SUP000112_32,SUP000112,Month_32,94.7,0.64,0.54,0
QUA_SUP000112_33,SUP000112,Month_33,94.9,1.13,1.0,0
QUA_SUP000112_34,SUP000112,Month_34,94.8,1.18,0.72,0
QUA_SUP000112_35,SUP000112,Month_35,94.8,1.05,0.66,0
QUA_SUP000112_36,SUP000112,Month_36,94.5,0.8,0.55,0
QUA_SUP000112_37,SUP000112,Month_37,94.9,0.89,0.73,0
QUA_SUP000112_38,SUP000112,Month_38,95.5,0.79,0.58,0
QUA_SUP000112_39,SUP000112,Month_39,94.3,1.2,0.85,0
QUA_SUP000112_40,SUP000112,Month_40,95.4,0.79,0.53,0
QUA_SUP000112_41,SUP000112,Month_41,95.2,0.58,0.51,1
QUA_SUP000112_42,SUP000112,Month_42,94.4,0.96,0.59,0
QUA_SUP000112_43,SUP000112,Month_43,95.3,0.78,0.7,0
QUA_SUP000112_44,SUP000112,Month_44,95.6,0.71,0.59,0
QUA_SUP000112_45,SUP000112,Month_45,96.0,0.55,0.44,0
QUA_SUP000112_46,SUP000112,Month_46,95.8,0.85,0.66,0
QUA_SUP000112_47,SUP000112,Month_47,95.2,0.59,0.46,0
QUA_SUP000112_48,SUP000112,Month_48,94.3,0.95,0.83,0
QUA_SUP000112_49,SUP000112,Month_49,94.8,0.58,0.42,0
QUA_SUP000112_50,SUP000112,Month_50,94.8,0.96,0.79,0
QUA_SUP000112_51,SUP000112,Month_51,95.9,1.18,0.77,0
QUA_SUP000112_52,SUP000112,Month_52,94.8,0.91,0.78,0
QUA_SUP000112_53,SUP000112,Month_53,94.1,1.03,0.84,0
QUA_SUP000112_54,SUP000112,Month_54,94.0,1.11,0.83,0
QUA_SUP000112_55,SUP000112,Month_55,94.1,0.64,0.46,0
QUA_SUP000112_56,SUP000112,Month_56,94.2,1.14,0.92,0
QUA_SUP000112_57,SUP000112,Month_57,95.9,0.92,0.83,0
QUA_SUP000112_58,SUP000112,Month_58,94.1,1.04,0.88,0
QUA_SUP000112_59,SUP000112,Month_59,95.0,0.6,0.42,0
QUA_SUP000112_60,SUP000112,Month_60,94.9,0.61,0.51,0
QUA_SUP000113_01,SUP000113,Month_01,67.3,3.63,3.11,0
QUA_SUP000113_02,SUP000113,Month_02,64.5,7.29,6.2,0
QUA_SUP000113_03,SUP000113,Month_03,74.2,5.5,3.7,2
QUA_SUP000113_04,SUP000113,Month_04,68.3,6.39,5.25,2
QUA_SUP000113_05,SUP000113,Month_05,64.1,7.45,5.42,2
QUA_SUP000113_06,SUP000113,Month_06,78.6,5.83,4.67,0
QUA_SUP000113_07,SUP000113,Month_07,62.3,7.36,6.37,0
QUA_SUP000113_08,SUP000113,Month_08,71.4,3.13,2.5,0
QUA_SUP000113_09,SUP000113,Month_09,69.5,5.66,4.69,4
QUA_SUP000113_10,SUP000113,Month_10,71.5,3.29,2.17,0
QUA_SUP000113_11,SUP000113,Month_11,72.1,3.88,3.08,2
QUA_SUP000113_12,SUP000113,Month_12,77.8,6.75,4.06,1
QUA_SUP000113_13,SUP000113,Month_13,69.8,5.5,4.64,0
QUA_SUP000113_14,SUP000113,Month_14,73.5,6.15,4.69,0
QUA_SUP000113_15,SUP000113,Month_15,74.2,4.81,3.08,1
QUA_SUP000113_16,SUP000113,Month_16,62.8,5.26,3.41,4
QUA_SUP000113_17,SUP000113,Month_17,77.1,6.69,5.72,2
QUA_SUP000113_18,SUP000113,Month_18,72.0,4.57,3.37,0
QUA_SUP000113_19,SUP000113,Month_19,67.2,4.93,4.21,2
QUA_SUP000113_20,SUP000113,Month_20,74.1,6.08,3.65,0
QUA_SUP000113_21,SUP000113,Month_21,68.4,4.98,4.29,2
QUA_SUP000113_22,SUP000113,Month_22,65.4,5.75,3.7,0
QUA_SUP000113_23,SUP000113,Month_23,77.4,6.4,5.0,0
QUA_SUP000113_24,SUP000113,Month_24,71.0,5.66,4.0,2
QUA_SUP000113_25,SUP000113,Month_25,76.2,4.32,2.6,0
QUA_SUP000113_26,SUP000113,Month_26,64.2,3.33,2.85,1
QUA_SUP000113_27,SUP000113,Month_27,64.2,6.57,5.83,3
QUA_SUP000113_28,SUP000113,Month_28,78.7,3.07,2.44,4
QUA_SUP000113_29,SUP000113,Month_29,69.2,6.31,4.38,0
QUA_SUP000113_30,SUP000113,Month_30,62.7,5.2,4.45,4
QUA_SUP000113_31,SUP000113,Month_31,76.3,3.46,2.28,0
QUA_SUP000113_32,SUP000113,Month_32,64.1,4.34,3.47,0
QUA_SUP000113_33,SUP000113,Month_33,72.6,6.93,4.93,3
QUA_SUP000113_34,SUP000113,Month_34,78.4,3.97,2.78,2
QUA_SUP000113_35,SUP000113,Month_35,64.8,5.62,4.44,1
QUA_SUP000113_36,SUP000113,Month_36,69.5,6.39,4.12,1
QUA_SUP000113_37,SUP000113,Month_37,75.3,4.3,3.77,2
QUA_SUP000113_38,SUP000113,Month_38,76.4,5.38,3.59,2
QUA_SUP000113_39,SUP000113,Month_39,64.1,3.83,2.88,0
QUA_SUP000113_40,SUP000113,Month_40,76.5,5.95,5.12,2
QUA_SUP000113_41,SUP000113,Month_41,78.1,7.32,5.17,0
QUA_SUP000113_42,SUP000113,Month_42,74.6,4.72,3.36,2
QUA_SUP000113_43,SUP000113,Month_43,77.9,6.59,5.75,1
QUA_SUP000113_44,SUP000113,Month_44,64.3,3.41,2.47,0
QUA_SUP000113_45,SUP000113,Month_45,75.5,3.95,3.09,4
QUA_SUP000113_46,SUP000113,Month_46,68.5,5.76,4.13,0
QUA_SUP000113_47,SUP000113,Month_47,73.4,7.3,6.37,0
QUA_SUP000113_48,SUP000113,Month_48,71.2,7.21,6.0,0
QUA_SUP000113_49,SUP000113,Month_49,77.5,3.35,2.15,0
QUA_SUP000113_50,SUP000113,Month_50,73.9,3.53,2.82,0
QUA_SUP000113_51,SUP000113,Month_51,63.3,5.11,3.64,0
QUA_SUP000113_52,SUP000113,Month_52,79.6,7.21,4.49,0
QUA_SUP000113_53,SUP000113,Month_53,74.4,7.44,5.8,1
QUA_SUP000113_54,SUP000113,Month_54,73.6,5.27,4.43,3
QUA_SUP000113_55,SUP000113,Month_55,72.0,6.12,3.72,0
QUA_SUP000113_56,SUP000113,Month_56,75.7,7.28,4.72,2
QUA_SUP000113_57,SUP000113,Month_57,70.2,6.93,6.23,0
QUA_SUP000113_58,SUP000113,Month_58,68.1,5.3,3.76,0
QUA_SUP000113_59,SUP000113,Month_59,69.3,6.92,5.82,1
QUA_SUP000113_60,SUP000113,Month_60,62.3,6.59,4.08,2
QUA_SUP000114_01,SUP000114,Month_01,97.5,0.21,0.18,0
QUA_SUP000114_02,SUP000114,Month_02,96.1,0.27,0.17,0
QUA_SUP000114_03,SUP000114,Month_03,96.1,0.41,0.31,0
QUA_SUP000114_04,SUP000114,Month_04,98.0,0.26,0.17,0
QUA_SUP000114_05,SUP000114,Month_05,97.3,0.35,0.27,0
QUA_SUP000114_06,SUP000114,Month_06,96.9,0.7,0.58,0
QUA_SUP000114_07,SUP000114,Month_07,97.6,0.55,0.46,0
QUA_SUP000114_08,SUP000114,Month_08,97.1,0.25,0.17,0
QUA_SUP000114_09,SUP000114,Month_09,96.4,0.33,0.28,0
QUA_SUP000114_10,SUP000114,Month_10,97.4,0.59,0.38,0
