record_id,supplier_id,month,revenue,expenses,cash_flow,profit_margin,current_ratio,debt_ratio,working_capital
REC_SUP000089_11,SUP000089,Month_11,13473804.38,10907884.56,2331595.55,0.1904,2.31,0.26,1467835.74
REC_SUP000089_12,SUP000089,Month_12,13560179.19,10541844.06,2424644.88,0.2226,2.31,0.26,1479631.64
REC_SUP000089_13,SUP000089,Month_13,13634615.54,11137193.48,2019365.12,0.1832,2.29,0.26,1470738.33
REC_SUP000089_14,SUP000089,Month_14,13923664.55,10144177.51,3173146.08,0.2714,2.31,0.25,1517446.49
REC_SUP000089_15,SUP000089,Month_15,13966703.52,11407937.23,2202732.64,0.1832,2.28,0.25,1488756.0
REC_SUP000089_16,SUP000089,Month_16,14431076.67,10636145.99,4546300.3,0.263,2.26,0.25,1518761.21
REC_SUP000089_17,SUP000089,Month_17,13941271.04,10505641.92,3588373.11,0.2464,2.27,0.25,1475250.82
REC_SUP000089_18,SUP000089,Month_18,14673607.42,11350180.48,3453524.86,0.2265,2.3,0.25,1586407.17
REC_SUP000089_19,SUP000089,Month_19,14287107.97,11768186.39,2655505.45,0.1763,2.34,0.24,1598484.5
REC_SUP000089_20,SUP000089,Month_20,14664241.17,12864289.73,2002894.35,0.1227,2.34,0.25,1643296.29
REC_SUP000089_21,SUP000089,Month_21,14865908.1,11915738.1,3035593.66,0.1985,2.38,0.25,1711786.42
REC_SUP000089_22,SUP000089,Month_22,15875798.64,12433932.05,3134330.89,0.2168,2.36,0.25,1804815.59
REC_SUP000089_23,SUP000089,Month_23,15898524.99,13999092.42,1651031.91,0.1195,2.37,0.24,1821085.61
REC_SUP000089_24,SUP000089,Month_24,16162915.34,12311549.96,4462759.53,0.2383,2.41,0.24,1902368.79
REC_SUP000089_25,SUP000089,Month_25,15780588.35,12992202.39,3151904.76,0.1767,2.39,0.24,1824585.12
REC_SUP000089_26,SUP000089,Month_26,16281293.39,14281224.78,1676066.49,0.1228,2.37,0.24,1863334.89
REC_SUP000089_27,SUP000089,Month_27,16908169.42,14169713.39,3005106.86,0.162,2.36,0.24,1912125.1
REC_SUP000089_28,SUP000089,Month_28,16534822.54,13045545.73,3021647.46,0.211,2.4,0.25,1925651.96
REC_SUP000089_29,SUP000089,Month_29,16510020.59,14085546.15,2865939.13,0.1468,2.39,0.24,1918961.49
REC_SUP000089_30,SUP000089,Month_30,16595456.13,13900645.93,2564792.25,0.1624,2.38,0.24,1901729.08
REC_SUP000089_31,SUP000089,Month_31,16519840.71,12501508.59,3708483.13,0.2432,2.35,0.23,1855972.94
REC_SUP000089_32,SUP000089,Month_32,17307762.84,15148207.88,2015424.23,0.1248,2.37,0.23,1975692.12
REC_SUP000089_33,SUP000089,Month_33,17898122.96,15744109.17,1734303.42,0.1203,2.39,0.23,2075219.44
REC_SUP000089_34,SUP000089,Month_34,18965841.26,16490914.22,2470673.32,0.1305,2.36,0.23,2155753.23
REC_SUP000089_35,SUP000089,Month_35,18735071.24,14651850.6,3438483.95,0.2179,2.39,0.23,2164543.99
REC_SUP000089_36,SUP000089,Month_36,18687708.11,15398058.0,3652227.99,0.176,2.42,0.23,2212940.62
REC_SUP000089_37,SUP000089,Month_37,18854933.79,15305788.81,4222762.83,0.1882,2.44,0.22,2259059.22
REC_SUP000089_38,SUP000089,Month_38,19543366.7,16329673.55,3310058.75,0.1644,2.42,0.22,2310314.43
REC_SUP000089_39,SUP000089,Month_39,20374467.16,17075754.84,3939241.14,0.1619,2.42,0.22,2402509.42
REC_SUP000089_40,SUP000089,Month_40,20079135.29,15702427.05,4926391.92,0.218,2.42,0.22,2374940.67
REC_SUP000089_41,SUP000089,Month_41,19538918.15,15220644.03,3664903.15,0.221,2.42,0.22,2307688.9
REC_SUP000089_42,SUP000089,Month_42,19196463.76,16002063.6,2766816.73,0.1664,2.42,0.21,2268770.1
REC_SUP000089_43,SUP000089,Month_43,19638852.65,14443446.33,5392538.64,0.2645,2.44,0.21,2361874.79
REC_SUP000089_44,SUP000089,Month_44,21197363.36,18290676.56,2824345.62,0.1371,2.46,0.21,2577137.37
REC_SUP000089_45,SUP000089,Month_45,21547262.09,18590882.33,3240200.14,0.1372,2.44,0.21,2585946.21
REC_SUP000089_46,SUP000089,Month_46,22110057.37,18502229.29,4195531.99,0.1632,2.45,0.2,2666640.26
REC_SUP000089_47,SUP000089,Month_47,22606372.61,18873706.2,3169214.11,0.1651,2.42,0.2,2668776.76
REC_SUP000089_48,SUP000089,Month_48,22837153.03,18677480.45,3522360.62,0.1821,2.38,0.2,2628024.5
REC_SUP000089_49,SUP000089,Month_49,21439299.94,16428754.78,4297084.22,0.2337,2.42,0.2,2545371.13
REC_SUP000089_50,SUP000089,Month_50,23278965.91,19811095.2,2982560.72,0.149,2.48,0.2,2868124.27
REC_SUP000089_51,SUP000089,Month_51,22652423.54,16936432.75,5102728.56,0.2523,2.45,0.2,2740511.29
REC_SUP000089_52,SUP000089,Month_52,23465944.54,19865407.29,3718544.52,0.1534,2.42,0.2,2773499.95
REC_SUP000089_53,SUP000089,Month_53,22933164.33,19245967.0,3418121.11,0.1608,2.42,0.2,2722735.11
REC_SUP000089_54,SUP000089,Month_54,22678734.2,19608266.94,2616377.43,0.1354,2.47,0.2,2780792.47
REC_SUP000089_55,SUP000089,Month_55,23501067.07,17986073.77,5734014.33,0.2347,2.46,0.2,2864493.12
REC_SUP000089_56,SUP000089,Month_56,24039023.87,19074387.1,4247417.57,0.2065,2.45,0.2,2899419.9
REC_SUP000089_57,SUP000089,Month_57,25428045.89,18877565.69,7677752.68,0.2576,2.48,0.19,3133129.25
REC_SUP000089_58,SUP000089,Month_58,25572221.27,22295023.92,3169318.79,0.1282,2.45,0.2,3094308.54
REC_SUP000089_59,SUP000089,Month_59,27106488.85,20472562.86,7031798.54,0.2447,2.44,0.19,3254083.41
REC_SUP000089_60,SUP000089,Month_60,26240755.63,21670997.81,4397296.22,0.1741,2.44,0.2,3141656.25
REC_SUP000090_01,SUP000090,Month_01,1784176.05,1705385.15,87830.5,0.0442,1.2,0.44,29458.3
REC_SUP000090_02,SUP000090,Month_02,1811604.05,1775371.97,36758.43,0.02,1.22,0.44,33358.82
REC_SUP000090_03,SUP000090,Month_03,1915800.4,1877484.39,38053.48,0.02,1.24,0.44,37915.43
REC_SUP000090_04,SUP000090,Month_04,2037605.86,1996853.74,38244.31,0.02,1.26,0.43,43745.85
REC_SUP000090_05,SUP000090,Month_05,2061839.97,2020603.17,35179.81,0.02,1.26,0.43,44468.81
REC_SUP000090_06,SUP000090,Month_06,2114407.74,2072119.58,47579.85,0.02,1.25,0.41,44094.09
REC_SUP000090_07,SUP000090,Month_07,2241516.01,2196685.69,40614.31,0.02,1.27,0.41,50437.21
REC_SUP000090_08,SUP000090,Month_08,2300541.05,2254530.23,45913.36,0.02,1.28,0.4,53709.05
REC_SUP000090_09,SUP000090,Month_09,2335692.97,2288979.11,48044.57,0.02,1.29,0.4,56203.31
REC_SUP000090_10,SUP000090,Month_10,2532784.1,2482128.42,51681.98,0.02,1.28,0.39,58495.79
REC_SUP000090_11,SUP000090,Month_11,2734151.72,2679468.69,61342.67,0.02,1.27,0.39,60867.7
REC_SUP000090_12,SUP000090,Month_12,2651825.64,2598789.12,56580.72,0.02,1.29,0.39,64993.51
REC_SUP000090_13,SUP000090,Month_13,2779832.53,2724235.88,61002.16,0.02,1.33,0.38,76489.83
REC_SUP000090_14,SUP000090,Month_14,2754243.19,2699158.33,59403.49,0.02,1.33,0.37,75074.85
REC_SUP000090_15,SUP000090,Month_15,2885411.48,2776416.05,94432.3,0.0378,1.32,0.37,75985.76
REC_SUP000090_16,SUP000090,Month_16,3165905.46,3102587.35,68374.65,0.02,1.32,0.36,85345.58
REC_SUP000090_17,SUP000090,Month_17,3143993.15,3081113.29,55353.04,0.02,1.32,0.35,84049.95
REC_SUP000090_18,SUP000090,Month_18,3060629.04,2999416.45,59136.34,0.02,1.35,0.35,89671.38
REC_SUP000090_19,SUP000090,Month_19,3191185.91,3047109.36,126019.95,0.0451,1.36,0.34,95534.64
REC_SUP000090_20,SUP000090,Month_20,3351912.51,3284874.26,66553.54,0.02,1.36,0.33,100671.27
REC_SUP000090_21,SUP000090,Month_21,3526773.54,3456238.07,76987.38,0.02,1.38,0.32,111979.3
REC_SUP000090_22,SUP000090,Month_22,3821935.21,3685818.87,132869.93,0.0356,1.4,0.31,126368.3
REC_SUP000090_23,SUP000090,Month_23,4100912.8,4018894.54,88179.4,0.02,1.42,0.3,143813.13
REC_SUP000090_24,SUP000090,Month_24,3961683.86,3882450.18,69752.99,0.02,1.42,0.3,139880.43
REC_SUP000090_25,SUP000090,Month_25,3941178.28,3862354.72,74405.8,0.02,1.45,0.29,147676.71
REC_SUP000090_26,SUP000090,Month_26,4136444.31,4053715.43,90747.17,0.02,1.44,0.28,152734.79
REC_SUP000090_27,SUP000090,Month_27,4494183.28,4404299.62,107297.78,0.02,1.47,0.28,175592.91
REC_SUP000090_28,SUP000090,Month_28,4671530.23,4451226.63,205709.96,0.0472,1.46,0.28,178405.44
REC_SUP000090_29,SUP000090,Month_29,4648339.61,4555372.81,78857.28,0.02,1.48,0.27,186394.06
REC_SUP000090_30,SUP000090,Month_30,4725399.53,4630891.53,76742.42,0.02,1.5,0.27,198789.19
REC_SUP000090_31,SUP000090,Month_31,4860089.74,4762887.94,107820.67,0.02,1.5,0.26,202705.29
REC_SUP000090_32,SUP000090,Month_32,4976653.78,4657393.23,362596.35,0.0642,1.55,0.26,226029.12
REC_SUP000090_33,SUP000090,Month_33,5409688.29,5301494.53,89747.87,0.02,1.57,0.26,256835.05
REC_SUP000090_34,SUP000090,Month_34,5684512.77,5417008.17,238468.77,0.0471,1.62,0.25,291526.75
REC_SUP000090_35,SUP000090,Month_35,5981978.76,5848922.04,137210.7,0.0222,1.61,0.25,302846.6
REC_SUP000090_36,SUP000090,Month_36,5961906.59,5785562.45,199379.83,0.0296,1.6,0.24,297284.08
REC_SUP000090_37,SUP000090,Month_37,6057229.65,5936085.06,111035.97,0.02,1.6,0.24,303314.4
REC_SUP000090_38,SUP000090,Month_38,6162784.09,6039528.41,130945.63,0.02,1.63,0.23,325134.58
REC_SUP000090_39,SUP000090,Month_39,6675770.22,6401627.85,243830.06,0.0411,1.63,0.23,348538.79
REC_SUP000090_40,SUP000090,Month_40,6891610.23,6753778.02,110380.03,0.02,1.63,0.22,364639.59
REC_SUP000090_41,SUP000090,Month_41,6820762.56,6684347.31,152134.06,0.02,1.68,0.22,383958.1
REC_SUP000090_42,SUP000090,Month_42,6806623.4,6663812.99,146756.48,0.021,1.68,0.21,387794.27
REC_SUP000090_43,SUP000090,Month_43,7234592.21,7089900.37,133694.71,0.02,1.67,0.21,406695.66
REC_SUP000090_44,SUP000090,Month_44,7578443.05,7426874.19,169111.27,0.02,1.68,0.2,427538.94
REC_SUP000090_45,SUP000090,Month_45,8191278.64,7708796.03,463197.47,0.0589,1.72,0.2,494388.88
REC_SUP000090_46,SUP000090,Month_46,8816471.06,8640141.64,159474.92,0.02,1.72,0.2,531240.49
REC_SUP000090_47,SUP000090,Month_47,9042812.19,8861955.95,145206.74,0.02,1.75,0.2,563418.68
REC_SUP000090_48,SUP000090,Month_48,8918912.96,8740534.7,163838.95,0.02,1.8,0.2,592269.12
REC_SUP000090_49,SUP000090,Month_49,9316715.93,8803681.28,410845.71,0.0551,1.84,0.19,655919.14
REC_SUP000090_50,SUP000090,Month_50,9508116.26,9317953.93,220943.05,0.02,1.86,0.19,683689.53
REC_SUP000090_51,SUP000090,Month_51,9997414.87,9797466.57,171998.3,0.02,1.88,0.19,730104.04
REC_SUP000090_52,SUP000090,Month_52,10197614.4,9703246.1,409773.75,0.0485,1.9,0.18,765995.79
REC_SUP000090_53,SUP000090,Month_53,10480894.46,10271276.57,182354.87,0.02,1.9,0.18,786737.75
REC_SUP000090_54,SUP000090,Month_54,10647707.91,10434753.76,251140.44,0.02,1.92,0.17,820320.07
REC_SUP000090_55,SUP000090,Month_55,11216629.7,10992297.1,192060.6,0.02,1.94,0.17,881837.38
REC_SUP000090_56,SUP000090,Month_56,11342434.62,11115585.92,262693.39,0.02,1.97,0.17,918694.96
REC_SUP000090_57,SUP000090,Month_57,12214372.71,11970085.26,228960.63,0.02,2.03,0.16,1045875.48
REC_SUP000090_58,SUP000090,Month_58,12623701.44,12371227.41,256972.06,0.02,2.07,0.16,1123831.98
REC_SUP000090_59,SUP000090,Month_59,13619559.1,13347167.92,239349.98,0.02,2.08,0.16,1231169.72
REC_SUP000090_60,SUP000090,Month_60,13294788.92,13028893.14,299862.41,0.02,2.1,0.16,1214029.05
REC_SUP000091_01,SUP000091,Month_01,8423146.22,7912073.7,604332.12,0.0607,1.77,0.3,540358.57
REC_SUP000091_02,SUP000091,Month_02,8304713.16,7555573.6,749856.99,0.0902,1.79,0.29,547771.58
REC_SUP000091_03,SUP000091,Month_03,8682592.1,8142408.55,632674.12,0.0622,1.8,0.3,576004.67
REC_SUP000091_04,SUP000091,Month_04,8832268.75,7670928.18,1332778.96,0.1315,1.78,0.3,572600.95
REC_SUP000091_05,SUP000091,Month_05,9165625.64,8265504.35,915915.44,0.0982,1.75,0.3,570955.82
REC_SUP000091_06,SUP000091,Month_06,8624686.91,8006999.39,697212.73,0.0716,1.77,0.31,554557.52
REC_SUP000091_07,SUP000091,Month_07,8789644.74,7798309.55,1060189.47,0.1128,1.8,0.3,587460.89
REC_SUP000091_08,SUP000091,Month_08,8276708.76,7795236.18,550799.83,0.0582,1.79,0.3,542512.6
REC_SUP000091_09,SUP000091,Month_09,8583762.57,7618193.73,837791.35,0.1125,1.81,0.3,579297.12
REC_SUP000091_10,SUP000091,Month_10,8533779.75,7436397.85,1173892.75,0.1286,1.79,0.3,558702.29
REC_SUP000091_11,SUP000091,Month_11,9083284.76,7847353.5,1306813.68,0.1361,1.82,0.3,621020.07
REC_SUP000091_12,SUP000091,Month_12,8723932.22,7486357.05,1141404.11,0.1419,1.82,0.3,596810.02
REC_SUP000091_13,SUP000091,Month_13,8561539.85,7480653.64,956681.06,0.1262,1.83,0.3,593122.66
REC_SUP000091_14,SUP000091,Month_14,8450600.85,7456410.37,915641.0,0.1176,1.85,0.29,601437.87
REC_SUP000091_15,SUP000091,Month_15,8742449.04,8278103.92,411258.0,0.0531,1.87,0.29,636254.11
REC_SUP000091_16,SUP000091,Month_16,8705770.96,8007413.27,721979.89,0.0802,1.86,0.29,626230.14
REC_SUP000091_17,SUP000091,Month_17,9122319.5,8372246.29,898452.64,0.0822,1.83,0.29,628790.38
REC_SUP000091_18,SUP000091,Month_18,8756973.7,8053187.23,657003.99,0.0804,1.82,0.29,598171.15
REC_SUP000091_19,SUP000091,Month_19,8900039.01,7609548.67,1063749.67,0.145,1.82,0.29,605811.44
REC_SUP000091_20,SUP000091,Month_20,8659462.16,7432936.04,1085891.02,0.1416,1.81,0.29,582537.36
REC_SUP000091_21,SUP000091,Month_21,8545342.34,7334164.95,1057076.39,0.1417,1.78,0.28,554212.02
REC_SUP000091_22,SUP000091,Month_22,8743224.97,7960380.2,632079.25,0.0895,1.8,0.28,583320.36
REC_SUP000091_23,SUP000091,Month_23,8772448.53,7935439.81,917831.32,0.0954,1.8,0.28,583404.32
REC_SUP000091_24,SUP000091,Month_24,8526717.89,7375213.8,1283481.03,0.135,1.83,0.27,586456.66
REC_SUP000091_25,SUP000091,Month_25,8603939.14,7676360.35,773182.5,0.1078,1.81,0.27,580346.33
REC_SUP000091_26,SUP000091,Month_26,8675275.27,7534101.91,1106316.35,0.1315,1.84,0.28,609096.98
REC_SUP000091_27,SUP000091,Month_27,8886268.56,8193098.8,675887.81,0.078,1.83,0.28,612269.53
REC_SUP000091_28,SUP000091,Month_28,9087405.65,7892709.23,1343976.64,0.1315,1.81,0.27,612682.95
REC_SUP000091_29,SUP000091,Month_29,8976312.14,7788541.84,1042431.74,0.1323,1.82,0.28,613073.81
REC_SUP000091_30,SUP000091,Month_30,9173541.94,8109089.74,885229.78,0.116,1.84,0.28,641147.6
REC_SUP000091_31,SUP000091,Month_31,8587037.19,7820875.78,767229.52,0.0892,1.87,0.28,620276.03
REC_SUP000091_32,SUP000091,Month_32,8506837.95,7692127.12,698364.19,0.0958,1.87,0.28,615469.15
REC_SUP000091_33,SUP000091,Month_33,8662616.02,7567068.04,1096240.51,0.1265,1.89,0.28,643465.91
REC_SUP000091_34,SUP000091,Month_34,8590607.88,8046032.58,594762.17,0.0634,1.88,0.28,626510.47
REC_SUP000091_35,SUP000091,Month_35,8821052.77,7918698.01,904456.2,0.1023,1.91,0.28,668534.2
REC_SUP000091_36,SUP000091,Month_36,8859417.94,8167452.65,825261.38,0.0781,1.93,0.27,684765.65
REC_SUP000091_37,SUP000091,Month_37,8864309.38,8170353.3,754610.13,0.0783,1.94,0.28,690761.91
REC_SUP000091_38,SUP000091,Month_38,8765294.24,7995653.65,690755.8,0.0878,1.91,0.28,664708.03
REC_SUP000091_39,SUP000091,Month_39,8750374.56,7669276.73,872281.41,0.1235,1.91,0.28,661060.32
REC_SUP000091_40,SUP000091,Month_40,8932630.49,8089371.17,714253.5,0.0944,1.94,0.27,698003.94
REC_SUP000091_41,SUP000091,Month_41,9306244.97,8775975.25,449017.4,0.057,1.93,0.28,720498.76
REC_SUP000091_42,SUP000091,Month_42,8986286.44,8035543.01,1072745.76,0.1058,1.96,0.27,717736.8
REC_SUP000091_43,SUP000091,Month_43,8596718.26,8067920.47,516797.6,0.0615,1.95,0.27,682498.51
REC_SUP000091_44,SUP000091,Month_44,8488474.65,7931413.58,450291.61,0.0656,1.96,0.27,681342.29
REC_SUP000091_45,SUP000091,Month_45,8862630.85,8279252.46,477481.57,0.0658,1.94,0.28,695847.2
REC_SUP000091_46,SUP000091,Month_46,8947050.63,8246194.72,789663.69,0.0783,1.95,0.28,706476.67
REC_SUP000091_47,SUP000091,Month_47,8717290.41,8198152.1,458233.07,0.0596,1.95,0.28,690549.33
REC_SUP000091_48,SUP000091,Month_48,8783945.96,7751571.62,987229.13,0.1175,1.97,0.28,711018.64
REC_SUP000091_49,SUP000091,Month_49,8494285.8,7613830.57,990005.47,0.1037,1.97,0.28,686244.11
REC_SUP000091_50,SUP000091,Month_50,8764873.23,7930363.05,956867.67,0.0952,1.95,0.28,694478.29
REC_SUP000091_51,SUP000091,Month_51,9091470.49,7878565.48,1040595.7,0.1334,1.92,0.29,693444.97
REC_SUP000091_52,SUP000091,Month_52,9042084.7,7759241.42,1057168.43,0.1419,1.89,0.28,667131.72
REC_SUP000091_53,SUP000091,Month_53,8928609.58,7830455.66,965346.07,0.123,1.88,0.29,657707.94
REC_SUP000091_54,SUP000091,Month_54,8917786.05,8098105.14,712515.35,0.0919,1.85,0.28,631296.18
REC_SUP000091_55,SUP000091,Month_55,8670513.89,7664244.29,1099107.66,0.1161,1.87,0.29,626789.25
REC_SUP000091_56,SUP000091,Month_56,8815829.45,8193093.3,713015.22,0.0706,1.9,0.29,660986.3
REC_SUP000091_57,SUP000091,Month_57,8852320.6,7694200.7,1012559.42,0.1308,1.93,0.29,686814.46
REC_SUP000091_58,SUP000091,Month_58,9097459.92,8628155.6,499409.35,0.0516,1.95,0.29,717968.52
REC_SUP000091_59,SUP000091,Month_59,9155858.84,8189599.5,1034606.73,0.1055,1.92,0.28,698598.53
REC_SUP000091_60,SUP000091,Month_60,9111643.98,7814745.57,1444306.11,0.1423,1.89,0.28,674960.24
REC_SUP000092_01,SUP000092,Month_01,1624090.82,1551781.68,78655.19,0.0445,1.64,0.61,86275.92
REC_SUP000092_02,SUP000092,Month_02,1700490.64,1530564.49,195606.75,0.0999,1.62,0.61,87249.47
REC_SUP000092_03,SUP000092,Month_03,1748709.81,1743511.36,5162.14,0.003,1.63,0.61,92032.69
REC_SUP000092_04,SUP000092,Month_04,1815727.87,1771968.54,48963.64,0.0241,1.63,0.6,95596.46
REC_SUP000092_05,SUP000092,Month_05,1853596.6,1787452.24,53516.21,0.0357,1.65,0.59,101107.72
REC_SUP000092_06,SUP000092,Month_06,1897649.62,1888549.79,9861.85,0.0048,1.67,0.58,105670.24
REC_SUP000092_07,SUP000092,Month_07,1797149.95,1619281.55,206493.01,0.099,1.7,0.58,104927.12
REC_SUP000092_08,SUP000092,Month_08,1827182.71,1920270.82,-103182.21,-0.0509,1.71,0.57,108803.67
REC_SUP000092_09,SUP000092,Month_09,2015081.3,2200942.39,-162685.95,-0.0922,1.74,0.56,125009.62
REC_SUP000092_10,SUP000092,Month_10,2042221.32,1991300.32,51113.5,0.0249,1.76,0.55,128798.64
REC_SUP000092_11,SUP000092,Month_11,2100119.03,1980890.13,129029.99,0.0568,1.76,0.56,132574.41
REC_SUP000092_12,SUP000092,Month_12,2072893.07,2118246.45,-42906.55,-0.0219,1.77,0.55,133289.38
REC_SUP000092_13,SUP000092,Month_13,2028031.17,1895533.58,154500.6,0.0653,1.77,0.54,130923.63
REC_SUP000092_14,SUP000092,Month_14,2038964.53,1893368.46,152731.53,0.0714,1.77,0.54,131089.86
REC_SUP000092_15,SUP000092,Month_15,2126031.96,1988194.66,138771.88,0.0648,1.78,0.53,138039.35
REC_SUP000092_16,SUP000092,Month_16,2176971.54,2271859.12,-98567.52,-0.0436,1.77,0.53,140065.22
REC_SUP000092_17,SUP000092,Month_17,2288167.18,2256507.17,27413.03,0.0138,1.78,0.52,148280.53
REC_SUP000092_18,SUP000092,Month_18,2285302.31,2080981.85,240240.93,0.0894,1.79,0.51,149693.81
REC_SUP000092_19,SUP000092,Month_19,2253829.84,2369374.7,-136458.12,-0.0513,1.77,0.5,145368.76
REC_SUP000092_20,SUP000092,Month_20,2282519.71,2183982.99,89383.45,0.0432,1.78,0.5,148135.52
REC_SUP000092_21,SUP000092,Month_21,2426554.42,2380374.29,52025.03,0.019,1.8,0.49,162528.92
REC_SUP000092_22,SUP000092,Month_22,2593531.68,2592737.35,757.38,0.0003,1.78,0.48,169201.41
REC_SUP000092_23,SUP000092,Month_23,2551153.29,2803472.46,-227490.08,-0.0989,1.81,0.48,172648.46
REC_SUP000092_24,SUP000092,Month_24,2486428.36,2525360.54,-35847.64,-0.0157,1.79,0.47,163533.85
REC_SUP000092_25,SUP000092,Month_25,2373495.74,2212465.88,187848.3,0.0678,1.8,0.46,159043.13
REC_SUP000092_26,SUP000092,Month_26,2462201.64,2611639.19,-159429.28,-0.0607,1.82,0.46,167703.88
REC_SUP000092_27,SUP000092,Month_27,2652385.45,2573799.34,90689.54,0.0296,1.83,0.46,183312.53
REC_SUP000092_28,SUP000092,Month_28,2776102.38,2749261.8,30414.41,0.0097,1.85,0.45,197186.69
REC_SUP000092_29,SUP000092,Month_29,2771272.23,2864200.8,-97064.77,-0.0335,1.84,0.45,193419.09
REC_SUP000092_30,SUP000092,Month_30,2648133.07,2595064.39,50642.16,0.02,1.86,0.44,189909.97
REC_SUP000092_31,SUP000092,Month_31,2618942.34,2847115.26,-208904.32,-0.0871,1.88,0.43,192835.02
REC_SUP000092_32,SUP000092,Month_32,2731033.31,2475622.02,306107.28,0.0935,1.87,0.43,198242.98
REC_SUP000092_33,SUP000092,Month_33,2836398.11,2617125.52,197307.05,0.0773,1.89,0.42,211542.73
REC_SUP000092_34,SUP000092,Month_34,3017834.4,3174828.44,-159571.36,-0.052,1.92,0.42,230559.5
REC_SUP000092_35,SUP000092,Month_35,3119239.32,3190881.52,-82689.77,-0.023,1.9,0.43,234577.85
REC_SUP000092_36,SUP000092,Month_36,3148472.37,2971557.03,151039.5,0.0562,1.95,0.43,248423.53
REC_SUP000092_37,SUP000092,Month_37,3024488.92,3290932.42,-309347.4,-0.0881,1.99,0.42,250405.19
REC_SUP000092_38,SUP000092,Month_38,3022622.07,3060737.19,-35885.17,-0.0126,1.96,0.42,243017.49
REC_SUP000092_39,SUP000092,Month_39,3058999.41,2882802.29,170335.1,0.0576,1.95,0.42,241220.62
REC_SUP000092_40,SUP000092,Month_40,3237851.91,2939373.15,286706.92,0.0922,1.96,0.41,260090.31
REC_SUP000092_41,SUP000092,Month_41,3472133.74,3326916.07,139027.82,0.0418,1.96,0.4,279180.55
REC_SUP000092_42,SUP000092,Month_42,3218079.71,3235609.51,-14423.26,-0.0054,1.98,0.39,261828.15
REC_SUP000092_43,SUP000092,Month_43,3328432.68,3023638.29,254670.54,0.0916,2.02,0.38,282712.71
REC_SUP000092_44,SUP000092,Month_44,3312166.56,3364734.79,-48162.32,-0.0159,2.02,0.38,280965.81
REC_SUP000092_45,SUP000092,Month_45,3532245.76,3779807.12,-198396.1,-0.0701,2.06,0.39,310589.98
REC_SUP000092_46,SUP000092,Month_46,3602870.81,3484330.09,96937.83,0.0329,2.08,0.38,322851.1
REC_SUP000092_47,SUP000092,Month_47,3772020.99,3770767.58,1094.12,0.0003,2.09,0.37,342169.05
REC_SUP000092_48,SUP000092,Month_48,3746121.11,3975512.42,-195694.58,-0.0612,2.07,0.37,334183.33
REC_SUP000092_49,SUP000092,Month_49,3509912.16,3551562.37,-42262.39,-0.0119,2.04,0.36,305476.06
REC_SUP000092_50,SUP000092,Month_50,3677061.72,3988967.28,-253481.36,-0.0848,2.07,0.36,327476.51
REC_SUP000092_51,SUP000092,Month_51,3755312.27,4123853.8,-390232.29,-0.0981,2.06,0.36,331325.92
REC_SUP000092_52,SUP000092,Month_52,3996602.4,4325183.99,-381525.53,-0.0822,2.06,0.36,352027.62
REC_SUP000092_53,SUP000092,Month_53,4162671.69,4525582.53,-372932.17,-0.0872,2.1,0.37,381188.25
REC_SUP000092_54,SUP000092,Month_54,3969441.74,4281147.11,-336073.37,-0.0785,2.11,0.37,366350.67
REC_SUP000092_55,SUP000092,Month_55,3923765.84,3720367.21,184413.91,0.0518,2.14,0.37,373022.95
REC_SUP000092_56,SUP000092,Month_56,4093767.91,3936404.83,167617.9,0.0384,2.17,0.37,398096.49
REC_SUP000092_57,SUP000092,Month_57,4186445.07,4416095.05,-230182.18,-0.0549,2.18,0.36,410984.46
REC_SUP000092_58,SUP000092,Month_58,4444921.89,4137464.62,278248.14,0.0692,2.17,0.36,435006.29
REC_SUP000092_59,SUP000092,Month_59,4726815.29,4675500.7,50785.6,0.0109,2.15,0.35,453835.13
REC_SUP000092_60,SUP000092,Month_60,4641028.23,4779277.97,-153510.95,-0.0298,2.21,0.35,466184.06
REC_SUP000093_01,SUP000093,Month_01,2945959.85,2396655.01,529565.85,0.1865,1.68,0.47,167925.37
REC_SUP000093_02,SUP000093,Month_02,3076173.31,2739300.58,276870.68,0.1095,1.71,0.46,182178.81
REC_SUP000093_03,SUP000093,Month_03,3249511.29,2699510.48,452686.96,0.1693,1.73,0.46,198338.71
REC_SUP000093_04,SUP000093,Month_04,3295644.08,2953086.61,314710.2,0.1039,1.72,0.44,198758.32
REC_SUP000093_05,SUP000093,Month_05,3456885.43,3041895.76,341150.81,0.12,1.76,0.44,219233.41
REC_SUP000093_06,SUP000093,Month_06,3359329.45,2715902.58,636459.12,0.1915,1.75,0.42,211250.27
REC_SUP000093_07,SUP000093,Month_07,3515723.62,2958594.16,610872.94,0.1585,1.76,0.41,223255.12
REC_SUP000093_08,SUP000093,Month_08,3650330.29,3251325.2,400524.68,0.1093,1.75,0.41,227386.35
REC_SUP000093_09,SUP000093,Month_09,3764537.75,3426507.64,322390.23,0.0898,1.78,0.41,245560.37
REC_SUP000093_10,SUP000093,Month_10,3902439.22,3240273.78,578288.39,0.1697,1.81,0.4,263626.17
REC_SUP000093_11,SUP000093,Month_11,4081891.31,3680864.53,440342.37,0.0982,1.8,0.4,272160.53
REC_SUP000093_12,SUP000093,Month_12,4101404.73,3549130.62,642770.03,0.1347,1.8,0.39,274199.48
